ZTFID,class,category,evidence,strength
ZTF21abfflmp,SN Ia-91T,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ia-91T' not emittable by SNIascore || E6:discovered 2021-06-06 >= 2021-04-15,
ZTF21abephjt,SN Ia,MEASURED,"E1 wis-tns.org/object/2021pby capture 20240415055416: report 10160 2021-07-23 22:13:57 by 'M. Chu, A. Dahiwale, C. Fremling(Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 2 public spectrum/spectra on or before report || E6:discovered 2021-06-06 >= 2021-04-15",STRONG
ZTF21abfoyac,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2021-06-09 >= 2021-04-15,
ZTF21abfqisi,SN Ia,MEASURED,"E1 wis-tns.org/object/2021pmt capture 20240415081908: report 9902 2021-06-17 23:18:43 by 'A. Dahiwale, C. Fremling(Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-06-09 >= 2021-04-15",STRONG
ZTF21abfjlxb,SN IIb,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIb' not emittable by SNIascore || E6:discovered 2021-06-10 >= 2021-04-15,
ZTF21abfnjiu,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021pkq capture 20240415222546: report 9886 2021-06-16 07:24:51 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-06-10 >= 2021-04-15",STRONG
ZTF21abfjrjy,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-06-10 >= 2021-04-15,
ZTF21abflgpq,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021qdx capture 20240415052052: report 9893 2021-06-17 09:52:14 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-06-10 >= 2021-04-15",STRONG
ZTF21abflmkk,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021pjp capture 20240415144313: report 9894 2021-06-17 10:39:39 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-06-10 >= 2021-04-15",STRONG
ZTF19abamrlj,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore || E6:discovered 2021-06-10 >= 2021-04-15,
ZTF21abfoace,SN IIb,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIb' not emittable by SNIascore || E6:discovered 2021-06-11 >= 2021-04-15,
ZTF21abfiuqf,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2021-06-11 >= 2021-04-15,
ZTF21abfoxwp,SN Ia,MEASURED,"E1 wis-tns.org/object/2021pnj capture 20240416075940: report 10394 2021-08-09 21:58:57 by 'M. Chu, A. Dahiwale, C. Fremling(Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-06-11 >= 2021-04-15",STRONG
ZTF21abfjgwr,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-06-11 >= 2021-04-15,
ZTF21abfqvjb,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021pmq capture 20240415063947: report 9895 2021-06-17 11:26:15 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-06-11 >= 2021-04-15",STRONG
ZTF21abfxjik,SN Ia,MEASURED,"E1 wis-tns.org/object/2021poa capture 20240415074831: report 9869 2021-06-14 00:45:26 by 'M. E. Huber (IfA, UH Manoa) on behalf of the SCAT team' (sender mhuber, group SCAT) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-06-11 >= 2021-04-15",STRONG
ZTF21abfnfdw,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021pqk capture 20240415064609: report 9875 2021-06-15 05:12:36 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-06-12 >= 2021-04-15",STRONG
ZTF18aaqnxjb,SN Ia,MEASURED,"E1 wis-tns.org/object/2021qai capture 20240415051450: report 9974 2021-06-30 22:53:56 by 'A. Dahiwale, C. Fremling(Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-06-12 >= 2021-04-15",STRONG
ZTF21abfxfqu,SN Ia,MEASURED,"E1 wis-tns.org/object/2021pro capture 20240415173805: report 10157 2021-07-23 22:00:48 by 'M. Chu, A. Dahiwale, C. Fremling(Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 2 public spectrum/spectra on or before report || E6:discovered 2021-06-12 >= 2021-04-15",STRONG
ZTF21abfxlvo,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-06-12 >= 2021-04-15,
ZTF21abfxhrn,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2021-06-12 >= 2021-04-15,
ZTF21abgmyzw,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021qdk capture 20240415090147: report 9962 2021-06-29 07:31:46 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-06-13 >= 2021-04-15",STRONG
ZTF21abhvexz,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-06-13 >= 2021-04-15,
ZTF21abgcgem,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021pyz capture 20240415073003: report 9913 2021-06-20 06:00:37 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-06-13 >= 2021-04-15",STRONG
ZTF21abfyxpf,SN Ia-pec,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ia-pec' not emittable by SNIascore || E6:discovered 2021-06-14 >= 2021-04-15,
ZTF21abghxht,SN II-pec,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II-pec' not emittable by SNIascore || E6:discovered 2021-06-14 >= 2021-04-15,
ZTF21abhibro,SN IIn,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIn' not emittable by SNIascore || E6:discovered 2021-06-14 >= 2021-04-15,
ZTF21abghumo,SN IIn,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIn' not emittable by SNIascore || E6:discovered 2021-06-15 >= 2021-04-15,
ZTF21abgjdtt,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore || E6:discovered 2021-06-15 >= 2021-04-15,
ZTF21abezcph,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore || E6:discovered 2021-06-15 >= 2021-04-15,
ZTF20abcjdwu,SN Ic-BL,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ic-BL' not emittable by SNIascore || E6:discovered 2021-06-16 >= 2021-04-15,
ZTF21abizmnw,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-06-16 >= 2021-04-15,
ZTF21abhhrpj,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2021-06-16 >= 2021-04-15,
ZTF21abhrchb,TDE,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'TDE' not emittable by SNIascore || E6:discovered 2021-06-17 >= 2021-04-15,
ZTF21abgywtg,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-06-17 >= 2021-04-15,
ZTF21abgzlyi,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021qgc capture 20260614160630: report 9978 2021-07-01 09:36:57 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-06-17 >= 2021-04-15",STRONG
ZTF21abgzpii,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-06-17 >= 2021-04-15,
ZTF21abhaqju,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-06-18 >= 2021-04-15,
ZTF21abhrmrv,SN Ia,MEASURED,"E1 wis-tns.org/object/2021qtg capture 20240415065404: report 9973 2021-06-30 22:43:29 by 'A. Dahiwale, C. Fremling(Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 2 public spectrum/spectra on or before report || E6:discovered 2021-06-19 >= 2021-04-15",STRONG
ZTF21abhhbmd,SN Ia,MEASURED,"E1 wis-tns.org/object/2021qnv capture 20240415110510: report 10153 2021-07-23 21:43:02 by 'M. Chu, A. Dahiwale, C. Fremling(Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 2 public spectrum/spectra on or before report || E6:discovered 2021-06-19 >= 2021-04-15",STRONG
ZTF21abhvquj,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021qvc capture 20240415051257: report 10000 2021-07-02 14:37:35 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-06-19 >= 2021-04-15",STRONG
ZTF21abhkeak,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021qoo capture 20240415052948: report 9932 2021-06-22 10:37:57 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-06-19 >= 2021-04-15",STRONG
ZTF21abhqhqb,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2021-06-20 >= 2021-04-15,
ZTF21abtcgoh,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2021-06-20 >= 2021-04-15,
ZTF21abhtafw,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-06-21 >= 2021-04-15,
ZTF21abhtaiv,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-06-21 >= 2021-04-15,
ZTF21abhthvj,SN Ia,MEASURED,"E1 wis-tns.org/object/2021qta capture 20250813194007: report 9949 2021-06-24 18:15:50 by 'Regis Cartier (CTIO/NOIRLab), Jacqueline Seron (CTIO/NOIRLab) and Carlos Corco (SOAR/NOIRLab)' (sender Regis Cartier, group None) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-06-21 >= 2021-04-15",STRONG
ZTF21abhtkiy,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021qxe capture 20240415161714: report 10015 2021-07-05 08:21:50 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-06-21 >= 2021-04-15",STRONG
ZTF21abiacoi,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-06-21 >= 2021-04-15,
ZTF21abubpng,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2021-06-21 >= 2021-04-15,
ZTF21abhshmt,SN Ia-91T,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ia-91T' not emittable by SNIascore || E6:discovered 2021-06-22 >= 2021-04-15,
ZTF21abhuqpe,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021qve capture 20240415104820: report 9957 2021-06-27 17:36:04 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-06-22 >= 2021-04-15",STRONG
ZTF21abdxhgv,SN Ib/c,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ib/c' not emittable by SNIascore || E6:discovered 2021-06-22 >= 2021-04-15,
ZTF21abhwnvw,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021qvb capture 20240415162532: report 9988 2021-07-02 09:36:46 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-06-22 >= 2021-04-15",STRONG
ZTF21abhyukx,SN Ia,MEASURED,"E1 wis-tns.org/object/2021qxq capture 20240415065226: report 10383 2021-08-09 18:01:55 by 'K. Davis, S. Tinyanont, M. R. Siebert, K. Taggart, R. J. Foley (UCSC), C. Angus (DARK)' (sender YSE_Bot1, group UCSC) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-06-23 >= 2021-04-15",STRONG
ZTF21abhuoyz,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-06-25 >= 2021-04-15,
ZTF21abiawpf,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-06-25 >= 2021-04-15,
ZTF21abhyqlv,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2021-06-25 >= 2021-04-15,
ZTF21abhzboh,SN Ia,MEASURED,"E1 wis-tns.org/object/2021qyc capture 20241122035108: report 10006 2021-07-03 04:11:26 by 'Daichi Hiramatsu, Yael Dgany, Iair Arcavi, Jamison Burke, D. Andrew Howell, Curtis McCully, Megan Newsome, Estefania Padilla Gonzalez, Craig Pellegrino' (sender dhiramatsu, group Global SN Project) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-06-25 >= 2021-04-15",STRONG
ZTF21abiacmi,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-06-25 >= 2021-04-15,
ZTF21abhzicj,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-06-26 >= 2021-04-15,
ZTF21abibhpm,SN Ia-pec,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ia-pec' not emittable by SNIascore || E6:discovered 2021-06-26 >= 2021-04-15,
ZTF21abiblpl,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2021-06-26 >= 2021-04-15,
ZTF21abjhiqp,SN IIn,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIn' not emittable by SNIascore || E6:discovered 2021-06-26 >= 2021-04-15,
ZTF21abicabp,SN Ia,MEASURED,"E1 wis-tns.org/object/2021ret capture 20240415082403: report 10121 2021-07-20 18:16:22 by 'A. Dahiwale, C. Fremling(Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-06-26 >= 2021-04-15",STRONG
ZTF21abimeun,SN Ib,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ib' not emittable by SNIascore || E6:discovered 2021-06-26 >= 2021-04-15,
ZTF21abhqqfa,SN IIn,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIn' not emittable by SNIascore || E6:discovered 2021-06-27 >= 2021-04-15,
ZTF21abidrcn,SN IIb,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIb' not emittable by SNIascore || E6:discovered 2021-06-27 >= 2021-04-15,
ZTF21abidtrd,SN Ia,MEASURED,"E1 wis-tns.org/object/2021rax capture 20260513154822: report 10011 2021-07-04 19:41:37 by 'Tiara Hung' (sender Tiara Hung, group None) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-06-27 >= 2021-04-15",STRONG
ZTF21abhtlrj,SN Ia,MEASURED,"E1 wis-tns.org/object/2021rde capture 20250803180016: report 10018 2021-07-05 17:45:05 by 'F. Poidevin, I. Perez-Fournon, C. Jimenez Angel (IAC & ULL), R. Shirley (Univ. of Southampton), R. Marques-Chaves (Univ. of Geneva), S. Geier (GRANTECAN & IAC), Y. Shu (MPA), S. Rodney, J. Roberts-Pierel (Univ. of South Carolina), A. Bolton (NSF's NOIRLab), S. Chakrabarti, P. Craig, and B. Alamiri (RIT)' (sender Ismael Perez-Fournon, group SGLF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-06-27 >= 2021-04-15",STRONG
ZTF21abienbe,SN Ia-91T,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ia-91T' not emittable by SNIascore || E6:discovered 2021-06-27 >= 2021-04-15,
ZTF21abieuta,SN Ib,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ib' not emittable by SNIascore || E6:discovered 2021-06-27 >= 2021-04-15,
ZTF21abifxhe,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021rdp capture 20240416141205: report 10058 2021-07-10 07:03:18 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-06-28 >= 2021-04-15",STRONG
ZTF21abidikc,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021rcp capture 20240415062055: report 9979 2021-07-01 13:43:20 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-06-28 >= 2021-04-15",STRONG
ZTF18abavruc,SN Ia,MEASURED,"E1 wis-tns.org/object/2013ld capture 20241203065947: report 10149 2021-07-23 21:00:11 by 'M. Chu, A. Dahiwale, C. Fremling(Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-06-28 >= 2021-04-15",STRONG
ZTF21abilrxd,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-06-29 >= 2021-04-15,
ZTF21abimnii,SN Ib,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ib' not emittable by SNIascore || E6:discovered 2021-06-29 >= 2021-04-15,
ZTF21abioeyq,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2021-07-01 >= 2021-04-15,
ZTF21abisowq,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-07-01 >= 2021-04-15,
ZTF21abjhxqg,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-07-01 >= 2021-04-15,
ZTF21abiuvdk,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2021-07-01 >= 2021-04-15,
ZTF21abjpphz,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-07-02 >= 2021-04-15,
ZTF21abiyyob,SN Ia,MEASURED,"E1 wis-tns.org/object/2021sck capture 20260613125929: report 10125 2021-07-21 00:58:48 by 'Daniel Perley (LJMU)' (sender Daniel Perley, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-07-02 >= 2021-04-15",STRONG
ZTF21abimejj,SN Ia,MEASURED,"E1 wis-tns.org/object/2021rkk capture 20240415053312: report 10110 2021-07-19 23:29:41 by 'I. Perez-Fournon, F. Poidevin, C. Jimenez Angel (IAC & ULL), R. Shirley (Univ. of Southampton), R. Marques-Chaves (Univ. of Geneva), S. Geier (GRANTECAN & IAC), Y. Shu (MPA), S. Rodney (Univ. of South Carolina), J. Roberts-Pierel (STScI), A. Bolton (NSF's NOIRLab), S. Chakrabarti, P. Craig, and B. Alamiri (RIT)' (sender ipf, group SGLF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2021-07-02 >= 2021-04-15",STRONG
ZTF21abizpri,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-07-02 >= 2021-04-15,
ZTF21abizxkw,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-07-02 >= 2021-04-15,
ZTF21abjaksr,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2021rkp capture 20240415221424: report 10087 2021-07-15 10:36:39 by 'SNIascore on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2021-07-02 >= 2021-04-15",STRONG
ZTF21aatlewl,AGN,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'AGN' not emittable by SNIascore || E6:discovered 2021-07-03 >= 2021-04-15,
ZTF21abjbfpg,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2021-07-04 >= 2021-04-15,
ZTF25aanvpit,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2021-07-04 >= 2021-04-15,
ZTF21abjbnhh,SN Ia,MEASURED,"E1 wis-tns.org/object/2021ryz capture 20240415060824: report 10148 2021-07-23 20:56:29 by 'M. Chu, A. Dahiwale, C. Fremling(Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 2 public spectrum/spectra on or before report || E6:discovered 2021-07-04 >= 2021-04-15",STRONG
