ZTFID,class,category,evidence,strength
ZTF24aagtesv,SN IIn,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIn' not emittable by SNIascore || E6:discovered 2024-02-29 >= 2021-04-15,
ZTF24aagolgy,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024dla capture 20240415203032: report 16694 2024-03-19 10:55:53 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-02-29 >= 2021-04-15",STRONG
ZTF24aagoljl,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024dkt capture 20240415054735: report 16655 2024-03-09 10:39:33 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-02-29 >= 2021-04-15",STRONG
ZTF24aagomqx,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-02-29 >= 2021-04-15,
ZTF24aaguphd,SN Ia,MEASURED,"E1 wis-tns.org/object/2024ega capture 20240415082450: report 16688 2024-03-18 09:32:17 by 'J. Sollerman, M. Chu, A. Dahiwale, C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-02-29 >= 2021-04-15",STRONG
ZTF24aagpwsh,SN Ia,MEASURED,"E1 wis-tns.org/object/2024dwv capture 20260515175142: report 16794 2024-04-04 14:05:02 by 'Jacob Wise (LJMU), K-Ryan Hinds (LJMU), Daniel Perley (LJMU), R. Michael Rich (UCLA), Osmin Caceres (UCLA)' (sender Jacob Wise, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-03-05 >= 2021-04-15",STRONG
ZTF24aagpxan,SN Ia,MEASURED,"E1 wis-tns.org/object/2024eao capture 20240415102912: report 16798 2024-04-04 14:40:27 by 'Jacob Wise (LJMU), K-Ryan Hinds (LJMU), Daniel Perley (LJMU), R. Michael Rich (UCLA), Osmin Caceres (UCLA)' (sender jlwise98, group ZTF) = 'SN Ia'; human classifier; 2 public spectrum/spectra on or before report || E6:discovered 2024-03-05 >= 2021-04-15",STRONG
ZTF24aagnlaw,SN Ia-SC,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ia-SC' not emittable by SNIascore || E6:discovered 2024-03-05 >= 2021-04-15,
ZTF19aamsoze,AGN,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'AGN' not emittable by SNIascore || E6:discovered 2024-03-05 >= 2021-04-15,
ZTF24aahkesn,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-03-06 >= 2021-04-15,
ZTF24aagxdol,SN Ia-91T,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ia-91T' not emittable by SNIascore || E6:discovered 2024-03-09 >= 2021-04-15,
ZTF24aahaajg,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-03-09 >= 2021-04-15,
ZTF24aahdpki,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024elv capture 20240415225726: report 16719 2024-03-22 13:05:32 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-03-10 >= 2021-04-15",STRONG
ZTF24aagtlpi,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024ebw capture 20240415084020: report 16788 2024-04-03 16:50:13 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-03-10 >= 2021-04-15",STRONG
ZTF24aahaanm,SN IIb,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIb' not emittable by SNIascore || E6:discovered 2024-03-10 >= 2021-04-15,
ZTF24aagterj,SLSN-I,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SLSN-I' not emittable by SNIascore || E6:discovered 2024-03-10 >= 2021-04-15,
ZTF24aagtmbq,SN Ic,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ic' not emittable by SNIascore || E6:discovered 2024-03-10 >= 2021-04-15,
ZTF24aaheedw,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024efn capture 20240415102300: report 16696 2024-03-19 12:20:16 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-03-12 >= 2021-04-15",STRONG
ZTF24aahahuu,SN Ia,MEASURED,"E1 wis-tns.org/object/2024egg capture 20240415070901: report 16691 2024-03-18 10:07:26 by 'Willem Hoogendam' (sender WillemHoogendam, group SCAT) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-03-14 >= 2021-04-15",STRONG
ZTF24aaheeel,SN Ia-91T,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ia-91T' not emittable by SNIascore || E6:discovered 2024-03-14 >= 2021-04-15,
ZTF24aahicbz,SN Ia,MEASURED,"E1 wis-tns.org/object/2024ejy capture 20260308164544: report 16888 2024-04-15 19:30:22 by 'Y. Qin, S. Covarrubias, W. Meynardie, M. Chu, C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-03-15 >= 2021-04-15",STRONG
ZTF24aahdfdo,SN IIn,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIn' not emittable by SNIascore || E6:discovered 2024-03-15 >= 2021-04-15,
ZTF18aaviawx,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-03-15 >= 2021-04-15,
ZTF24aahgqwk,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2024-03-15 >= 2021-04-15,
ZTF24aahestx,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2024-03-15 >= 2021-04-15,
ZTF24aahiitr,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-03-16 >= 2021-04-15,
ZTF24aahgcwg,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-03-16 >= 2021-04-15,
ZTF24aahdfsy,SN Ia,MEASURED,"E1 wis-tns.org/object/2024eno capture 20251207090024: report 17913 2024-09-03 23:57:50 by 'J. Johansson, S. Covarrubias, M. Chu, C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-03-16 >= 2021-04-15",STRONG
ZTF24aahdihc,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-03-18 >= 2021-04-15,
ZTF24aahgkhh,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-03-18 >= 2021-04-15,
ZTF24aahjhtv,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024epm capture 20240415063110: report 16745 2024-03-29 15:18:34 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-03-18 >= 2021-04-15",STRONG
ZTF24aahfknz,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-03-18 >= 2021-04-15,
ZTF24aahewml,SN IIP,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIP' not emittable by SNIascore || E6:discovered 2024-03-18 >= 2021-04-15,
ZTF24aahggdt,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-03-19 >= 2021-04-15,
ZTF24aahgncc,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-03-19 >= 2021-04-15,
ZTF24aahpcfe,SN Ia-91T,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ia-91T' not emittable by SNIascore || E6:discovered 2024-03-19 >= 2021-04-15,
ZTF24aahgkxm,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2024-03-19 >= 2021-04-15,
ZTF24aahgtjt,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-03-19 >= 2021-04-15,
ZTF24aahhcuo,SN Ia,MEASURED,"E1 wis-tns.org/object/2024ewl capture 20240415065315: report 16819 2024-04-05 23:36:41 by 'J. Johansson, S. Covarrubias, W. Meynardie, M. Chu, C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-03-19 >= 2021-04-15",STRONG
ZTF24aahhwwq,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 capture 20240415163442: no classification report on page || E6:discovered 2024-03-19 >= 2021-04-15,
ZTF24aahhlmp,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-03-19 >= 2021-04-15,
ZTF24aahswbd,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-03-19 >= 2021-04-15,
ZTF24aahhanf,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2024-03-20 >= 2021-04-15,
ZTF24aahesvl,SN Ia,MEASURED,"E1 wis-tns.org/object/2024esh capture 20251007092957: report 20150 2025-01-12 20:54:01 by 'Wynn Jacobson-Galan' (sender Wynn Jacobson-Galan, group YSE) = 'SN Ia'; human classifier; 2 public spectrum/spectra on or before report || E6:discovered 2024-03-20 >= 2021-04-15",STRONG
ZTF24aahtdhb,SN IIn,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIn' not emittable by SNIascore || E6:discovered 2024-03-20 >= 2021-04-15,
ZTF24aahkglt,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-03-20 >= 2021-04-15,
ZTF18aawqjjj,SN Ia,MEASURED,"E1 wis-tns.org/object/2024eui capture 20260124114101: report 16796 2024-04-04 14:29:37 by 'Jacob Wise (LJMU), K-Ryan Hinds (LJMU), Daniel Perley (LJMU), R. Michael Rich (UCLA), Osmin Caceres (UCLA)' (sender Jacob Wise, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-03-21 >= 2021-04-15",STRONG
ZTF24aahipde,SN Ia,MEASURED,"E1 wis-tns.org/object/2024eua capture 20251215140304: report 17246 2024-06-20 23:09:59 by 'Kyle Davis (UCSC), Ryan Foley (UCSC)' (sender Kyle Davis, group UCSC) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-03-21 >= 2021-04-15",STRONG
ZTF24aahiewj,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-03-21 >= 2021-04-15,
ZTF24aahnefg,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2024-03-21 >= 2021-04-15,
ZTF24aahoihk,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-03-22 >= 2021-04-15,
ZTF24aahnnsa,SN Ia-91T,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ia-91T' not emittable by SNIascore || E6:discovered 2024-03-22 >= 2021-04-15,
ZTF24aahsukk,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2024-03-22 >= 2021-04-15,
ZTF24aahszxf,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2024-03-24 >= 2021-04-15,
ZTF24aahsmhu,SN Ia,MEASURED,"E1 wis-tns.org/object/2024fcu capture 20260214021620: report 16887 2024-04-15 19:29:09 by 'Y. Qin, S. Covarrubias, W. Meynardie, M. Chu, C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-03-26 >= 2021-04-15",STRONG
ZTF24aahxmmu,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2024-03-27 >= 2021-04-15,
ZTF24aahsyhe,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 capture 20240415052000: no classification report on page || E6:discovered 2024-03-27 >= 2021-04-15,
ZTF24aahphdh,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-03-27 >= 2021-04-15,
ZTF24aahuulq,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024fed capture 20240415083110: report 16847 2024-04-09 04:17:38 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-03-28 >= 2021-04-15",STRONG
ZTF24aahvyso,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-03-28 >= 2021-04-15,
ZTF24aahwcei,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2024-03-28 >= 2021-04-15,
ZTF24aahzyep,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-03-28 >= 2021-04-15,
ZTF24aahsuoj,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 capture 20240415162858: no classification report on page || E6:discovered 2024-03-28 >= 2021-04-15,
ZTF24aahxgoa,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2024-03-28 >= 2021-04-15,
ZTF24aahwulu,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024fav capture 20240415061814: report 16786 2024-04-03 12:02:10 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-03-28 >= 2021-04-15",STRONG
ZTF24aahxyrp,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024fcj capture 20240415055217: report 16799 2024-04-04 14:47:00 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-03-29 >= 2021-04-15",STRONG
ZTF24aahzfwk,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 capture 20240415050620: no classification report on page || E6:discovered 2024-03-29 >= 2021-04-15,
ZTF24aahznij,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-03-29 >= 2021-04-15,
ZTF24aaiaaxr,SN Ia-91T,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ia-91T' not emittable by SNIascore || E6:discovered 2024-03-29 >= 2021-04-15,
ZTF24aaiahuu,SN Ia,MEASURED,"E1 wis-tns.org/object/2024fdo capture 20240415053708: report 16845 2024-04-08 22:26:53 by 'J. Sollerman, S. Covarrubias, W. Meynardie, M. Chu, C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-03-29 >= 2021-04-15",STRONG
ZTF24aahtnpc,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-03-29 >= 2021-04-15,
ZTF24aahuzig,SN Ic-BL,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ic-BL' not emittable by SNIascore || E6:discovered 2024-03-30 >= 2021-04-15,
ZTF24aaibcrw,SN IIP,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIP' not emittable by SNIascore || E6:discovered 2024-03-31 >= 2021-04-15,
ZTF24aahxuth,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-03-31 >= 2021-04-15,
ZTF24aakudgd,SN Ia,MEASURED,"E1 wis-tns.org/object/2024ffz capture 20240714045502: report 16787 2024-04-03 13:12:24 by 'Joyce van Dalen, Agnes van Hoof, Anastasia Shlentsova, Morgan Fraser, E. A. Zimmerman on behalf of ePESSTO+' (sender ePESSTOplus_Bot1, group ePESSTO+) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-03-31 >= 2021-04-15",STRONG
ZTF24aaiegnl,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-01 >= 2021-04-15,
ZTF24aaidlza,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024fke capture 20250709200528: report 16828 2024-04-07 08:50:54 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-04-02 >= 2021-04-15",STRONG
ZTF18aaxhcam,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-02 >= 2021-04-15,
ZTF24aaifvcs,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-02 >= 2021-04-15,
ZTF24aaijpcp,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-04-03 >= 2021-04-15,
ZTF24aaijqso,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-03 >= 2021-04-15,
ZTF24aaijpbj,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-03 >= 2021-04-15,
ZTF24aaiegxv,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-04-03 >= 2021-04-15,
ZTF24aaieino,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-04-03 >= 2021-04-15,
ZTF24aaieled,SN Ia-91T,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ia-91T' not emittable by SNIascore || E6:discovered 2024-04-03 >= 2021-04-15,
ZTF24aaijmct,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-03 >= 2021-04-15,
ZTF24aaifila,SN IIn,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIn' not emittable by SNIascore || E6:discovered 2024-04-03 >= 2021-04-15,
ZTF24aaiehiv,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-03 >= 2021-04-15,
ZTF24aaiervg,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-03 >= 2021-04-15,
ZTF24aaihwaq,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024fza capture 20260214095851: report 16848 2024-04-09 05:04:58 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-04-04 >= 2021-04-15",STRONG
ZTF24aaiehwu,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-04 >= 2021-04-15,
ZTF24aaitxdn,SN IIb,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIb' not emittable by SNIascore || E6:discovered 2024-04-04 >= 2021-04-15,
ZTF24aaimzkp,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2024-04-04 >= 2021-04-15,
ZTF24aaidazw,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-06 >= 2021-04-15,
ZTF24aailzom,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024gjd capture 20240716113545: report 17001 2024-05-06 08:09:36 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-04-07 >= 2021-04-15",STRONG
ZTF21acqceqc,SN Ia,MEASURED,"E1 wis-tns.org/object/2024gbl capture 20240716061828: report 16852 2024-04-09 10:29:51 by 'Jason Hinkle (UH/IfA) on behalf of SCAT' (sender jhinkle, group SCAT) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-04-07 >= 2021-04-15",STRONG
ZTF24aaimxaf,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-04-07 >= 2021-04-15,
ZTF24aaiowju,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024fxp capture 20260217120057: report 16931 2024-04-21 12:21:47 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-04-07 >= 2021-04-15",STRONG
ZTF24aainaay,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-07 >= 2021-04-15,
ZTF24aajgwdv,SN Ia,MEASURED,"E1 wis-tns.org/object/2024gmg capture 20260215084752: report 16980 2024-05-02 18:33:57 by 'S. Rose, S. Covarrubias, M. Chu, C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-04-08 >= 2021-04-15",STRONG
ZTF24aairune,SN Ia,MEASURED,"E1 wis-tns.org/object/2024gmo capture 20260219041215: report 16981 2024-05-02 18:35:36 by 'S. Rose, S. Covarrubias, M. Chu, C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-04-08 >= 2021-04-15",STRONG
ZTF24aajplyg,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024gmx capture 20240717052530: report 16950 2024-04-29 08:52:35 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-04-08 >= 2021-04-15",STRONG
ZTF24aaimlne,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024gos capture 20240716181721: report 16906 2024-04-17 11:24:12 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-04-08 >= 2021-04-15",STRONG
ZTF24aaismud,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-08 >= 2021-04-15,
ZTF24aaisnlp,SN IIn,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIn' not emittable by SNIascore || E6:discovered 2024-04-08 >= 2021-04-15,
ZTF24aaisoke,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024got capture 20240715164741: report 16934 2024-04-22 05:22:04 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-04-08 >= 2021-04-15",STRONG
ZTF24aaistkr,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-04-08 >= 2021-04-15,
ZTF18aatwqed,SN Ia,MEASURED,"E1 wis-tns.org/object/2024gev capture 20240714032435: report 16898 2024-04-15 23:06:50 by 'Claudio Balcon (Belluno A.O. ISSP)' (sender balcla, group None) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-04-09 >= 2021-04-15",STRONG
ZTF24aaiukjs,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-04-09 >= 2021-04-15,
ZTF24aajqtjc,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-11 >= 2021-04-15,
ZTF24aajvvhj,TDE,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'TDE' not emittable by SNIascore || E6:discovered 2024-04-12 >= 2021-04-15,
ZTF19abgbbzy,SN IIb,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIb' not emittable by SNIascore || E6:discovered 2024-04-12 >= 2021-04-15,
ZTF24aaimwud,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 capture 20240716024923: no classification report on page || E6:discovered 2024-04-12 >= 2021-04-15,
ZTF24aajhotx,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2024-04-12 >= 2021-04-15,
